ObjectId,stopdate,stoptime,streetnbr,streetdir,street,Min_,sex,race,ethnic,Year_of_birth,enfaction,rpmainid
4533,2018/07/08 00:00:00,200,1399,,BROADWAY/UNIVERSITY AVE,10,M,W,N,1996,,7490
4534,2018/07/05 00:00:00,1130,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1997,N,7439
4535,2018/07/03 00:00:00,835,1899,,BROADWAY/WALNUT ST,10,M,W,N,1979,N,7392
4536,2018/07/07 00:00:00,2246,1100,,13TH ST,5,M,W,N,1987,N,7491
4537,2018/07/01 00:00:00,740,1500,,BROADWAY,10,M,W,N,1974,N,7344
4538,2018/07/13 00:00:00,1740,13TH,,EUCLID,10,M,W,N,1996,N,7592
4539,2018/06/29 00:00:00,2335,1599,,BROADWAY/MARINE ST,20,F,W,N,1971,N,7294
4540,2018/07/18 00:00:00,752,,,FOOTHILLS/ARAPAHOE,10,M,W,N,1970,N,7641
4541,2018/07/03 00:00:00,1225,200 BLK,,FOOTHILLS PKY,5,F,W,N,1982,Y,7393
4542,2018/07/05 00:00:00,1116,1499,,17TH ST/ARAPAHOE AVE,10,F,W,N,1966,Y,7440
4543,2018/07/08 00:00:00,111,900,,CANYON BLVD,5,F,A,N,1997,Y,7492
4544,2018/07/01 00:00:00,1005,1500,,13TH ST,15,M,W,N,1989,N,7345
4545,2018/07/13 00:00:00,2100,1480 CAN,,YON,5,M,W,N,1985,N,7593
4546,2018/06/29 00:00:00,2143,1600,,28TH ST,15,M,W,N,1985,N,7295
4547,2018/07/18 00:00:00,1130,,,JAY RD/119,10,M,W,N,1986,N,7643
4548,2018/07/03 00:00:00,1250,200 BLK,,FOOTHILLS PKWY,15,F,W,N,1995,N,7394
4549,2018/07/05 00:00:00,1032,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1975,Y,7441
4550,2018/06/27 00:00:00,1800,3999,,BROADWAY/QUINCE AVE,9,F,W,H,1986,Y,7493
4551,2018/07/01 00:00:00,740,1500,,BROADWAY,15,M,W,N,1974,N,7346
4552,2018/07/14 00:00:00,130,,,55TH ST/ARAPAHOE AVE,5,M,W,H,1971,,7594
4553,2018/06/29 00:00:00,2350,2799,,9TH ST/BALSAM AVE,10,M,W,N,1987,Y,7296
4554,2018/07/18 00:00:00,1145,3599,,47TH ST/DIAGONAL HWY,10,F,W,N,1955,Y,7644
4555,2018/07/03 00:00:00,1415,291,,ARAPAHOE AVE,15,M,W,N,1993,N,7395
4556,2018/07/05 00:00:00,1235,,,FOOTHILLS PKWY/ARAPAHOE AVE,5,M,W,N,1962,N,7442
4557,2018/06/27 00:00:00,1445,1899,,30TH ST/WALNUT ST,9,M,W,N,1950,Y,7494
4558,2018/07/01 00:00:00,800,1500,,CANYON BLVD,15,M,W,N,1982,N,7347
4559,2018/07/14 00:00:00,210,,,FOLSOM ST/CANYON BLVD,5,F,W,N,1977,N,7595
4560,2018/06/30 00:00:00,15,1698,,30TH ST/CANYON BLVD,5,M,W,N,1997,N,7297
4561,2018/07/18 00:00:00,1200,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1997,N,7645
4562,2018/07/03 00:00:00,1415,291,,ARAPAHOE AVE,0,M,W,,1991,N,7396
4563,2018/07/05 00:00:00,1217,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,2002,Y,7443
4564,2018/07/08 00:00:00,750,1777,,BROADWAY,20,M,W,N,1979,N,7495
4565,2018/07/01 00:00:00,800,1500,,CANYON BLVD,15,M,W,N,1982,N,7348
4566,2018/07/14 00:00:00,220,1999,,14TH ST/PEARL ST,5,M,B,N,1987,N,7596
4567,2018/06/29 00:00:00,2113,BRAODWAY,,CHAMBERS,8,F,W,N,1984,Y,7298
4568,2018/07/18 00:00:00,1315,4698,,BASELINE RD/MOHAWK DR,10,M,W,N,1978,Y,7646
4569,2018/07/03 00:00:00,1521,200 BLK,,FOOTHILLS PKWY,15,M,W,N,1996,Y,7397
4570,2018/07/05 00:00:00,853,,,28TH ST/ARAPAHOE AVE,10,F,W,N,1972,Y,7444
4571,2018/07/08 00:00:00,750,1777,,BROADWAY,20,M,W,N,1987,N,7496
4572,2018/07/01 00:00:00,755,1500,,13TH ST,15,M,B,N,1998,N,7349
4573,2018/07/13 00:00:00,2230,2300,,CANYON BLVD,4,M,W,N,1980,N,7597
4574,2018/06/29 00:00:00,2224,27THWAY,,BASELINE RD,1,M,W,N,1974,N,7299
4575,2018/07/18 00:00:00,1336,700,,THOMAS DR/BASELINE RD,10,F,W,N,1975,N,7647
4576,2018/07/03 00:00:00,1506,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1980,Y,7398
4577,2018/07/05 00:00:00,915,,,EB HWY 36 MP38.5,6,F,W,N,1982,N,7445
4578,2018/07/08 00:00:00,1302,699,,30TH ST/BASELINE RD,10,F,W,N,1989,Y,7497
4579,2018/07/01 00:00:00,825,1500,,13TH ST,15,M,W,N,1954,N,7350
4580,2018/07/14 00:00:00,55,2486,,BASELINE RD,5,M,W,N,1969,N,7598
4581,2018/06/29 00:00:00,1750,1000,,13TH ST/EUCLID AVE,15,M,W,N,1993,N,7300
4582,2018/07/18 00:00:00,1322,1200,,PINE ST,5,M,W,N,1990,Y,7648
4583,2018/07/03 00:00:00,1520,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1999,N,7399
4584,2018/07/05 00:00:00,1254,,,HWY 93 1 MILE SOUTH CL,9,M,W,N,1976,N,7446
4585,2018/07/08 00:00:00,1558,673,,30TH ST,12,M,W,N,1974,N,7498
4586,2018/07/01 00:00:00,950,1500,,BROADWAY,15,M,W,N,1983,N,7351
4587,2018/07/14 00:00:00,200,1123,,WALNUT ST,10,M,W,N,1988,Y,7599
4588,2018/06/29 00:00:00,1720,13TH,,EUCLID,35,M,B,N,1989,N,7301
4589,2018/07/18 00:00:00,1300,1899,,FOLSOM ST/WALNUT ST,10,M,W,N,1957,N,7649
4590,2018/07/03 00:00:00,1241,1500,,30TH ST,10,F,W,N,1987,N,7400
4591,2018/07/05 00:00:00,1346,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1987,N,7447
4592,2018/07/08 00:00:00,2345,1899,,16TH ST/WALNUT ST,5,M,W,N,1995,Y,7499
4593,2018/07/01 00:00:00,1005,1500,,CANYON BLVD,15,M,W,N,1983,N,7352
4594,2018/07/14 00:00:00,1835,2799,,9TH ST/BALSAM AVE,4,F,W,N,1981,Y,7600
4595,2018/06/29 00:00:00,1701,13TH,,EUCLID,15,F,W,N,2001,Y,7302
4596,2018/07/18 00:00:00,1750,,,17TH ST/CANYON BLVD,5,F,W,N,1967,N,7650
4597,2018/07/03 00:00:00,1505,3098,,PEARL PKWY/31ST ST,10,F,W,N,1938,N,7401
4598,2018/07/03 00:00:00,1645,1129,,PEARL ST,12,M,W,N,1951,N,7402
4599,2018/07/03 00:00:00,1815,291,,ARAPAHOE AVE,30,M,W,N,1985,N,7403
4600,2018/07/03 00:00:00,1614,3300,,ARAPAHOE AVE,11,M,W,N,1961,N,7404
4601,2018/07/04 00:00:00,1,1300,,ARAPAHOE AVE,5,M,W,N,1994,N,7405
4602,2018/07/04 00:00:00,10,1500,,9TH ST,5,F,W,,1997,N,7406
4603,2018/07/04 00:00:00,110,2900,,BASELINE RD,10,M,W,N,1980,Y,7407
4604,2018/07/04 00:00:00,740,1300,,COLLEGE AVE,5,M,W,N,1969,N,7408
4605,2018/07/04 00:00:00,740,1300,,COLLEGE AVE,5,M,W,N,1997,N,7409
4606,2018/07/04 00:00:00,839,1099,,BROADWAY/COLLEGE AVE,5,M,W,N,1993,Y,7410
4607,2018/07/04 00:00:00,1030,,,UHWY 36 WB OFF RP @ T MESA/HWY 36 WB OFF RP @ T MESA,5,M,A,N,1992,Y,7411
4608,2018/07/04 00:00:00,956,700,,28TH ST/BASELINE RD,5,M,W,N,1980,N,7412
4609,2018/07/04 00:00:00,1006,1228,,28TH ST/PENNSYLVANIA AVE,10,F,W,N,1995,Y,7413
4610,2018/07/04 00:00:00,1020,,,28TH ST/HWY 36 EB ON RP @ BASELINE WB,10,F,W,H,1996,Y,7414
4611,2018/07/04 00:00:00,957,1198,,28TH ST/COLORADO AVE,10,F,W,N,1978,N,7415
4612,2018/07/04 00:00:00,1130,1198,,28TH ST/COLORADO AVE,10,M,A,N,1996,N,7416
4613,2018/07/04 00:00:00,1145,,,27TH WAY/MOORHEAD AVE,10,M,W,N,1990,Y,7417
4614,2018/07/04 00:00:00,1015,1198,,28TH ST/COLORADO AVE,10,F,W,N,1969,Y,7418
4615,2018/07/04 00:00:00,1030,1198,,28TH ST/COLORADO AVE,10,M,W,N,1994,N,7419
4616,2018/07/04 00:00:00,1100,1198,,28TH ST/COLORADO AVE,10,M,W,N,1960,N,7420
4617,2018/07/04 00:00:00,1120,698,,FOOTHILLS PKWY/BASELINE RD,5,M,W,N,1982,N,7421
4618,2018/07/04 00:00:00,1000,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1988,Y,7422
4619,2018/07/04 00:00:00,1558,698,,FOOTHILLS PKWY/BASELINE RD,5,F,W,N,1962,N,7423
4620,2018/07/04 00:00:00,1122,3399,,19TH ST/IRIS AVE,10,F,W,N,1957,Y,7424
4621,2018/07/04 00:00:00,1205,,,ARAPAHOE AVE/FOOTHILLS PKWY,10,M,W,N,1996,N,7425
4622,2018/07/04 00:00:00,1300,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1995,Y,7426
4623,2018/07/04 00:00:00,1321,,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1966,Y,7427
4624,2018/07/04 00:00:00,2330,2799,,BROADWAY/BALSAM AVE,10,F,B,N,1978,Y,7428
4625,2018/07/04 00:00:00,830,2900,,IRIS AVE,10,M,W,N,1986,N,7429
4626,2018/07/08 00:00:00,1610,1899,,BROADWAY/WALNUT ST,10,M,W,N,1962,N,7500
4627,2018/07/14 00:00:00,1620,1480,,CANYON BLVD,40,M,W,N,1980,N,7601
4628,2018/07/01 00:00:00,1028,1500,,BROADWAY,15,M,W,N,1992,N,7353
4629,2018/07/18 00:00:00,1610,,,BROADWAY/ASH,20,M,A,N,1990,N,7651
4630,2018/07/09 00:00:00,33,1236,,CANYON BLVD,15,M,W,N,1967,N,7501
4631,2018/06/29 00:00:00,1701,13TH,,EUCLID,15,,,,0,,7303
4632,2018/07/14 00:00:00,2150,1480,,CANYON BLVD,15,M,W,N,1986,N,7602
4633,2018/07/01 00:00:00,1055,1500,,CANYON BLVD,15,M,W,N,1976,N,7354
4634,2018/07/18 00:00:00,1610,1140,,13TH ST,10,M,W,N,1986,N,7652
4635,2018/07/09 00:00:00,33,1236,,CANYON BLVD,10,M,W,N,1982,N,7502
4636,2018/06/29 00:00:00,1657,13TH,,EUCLID,15,M,W,N,1972,N,7304
4637,2018/07/13 00:00:00,1626,3399,,30TH ST/IRIS AVE,10,F,W,N,1999,Y,7603
4638,2018/07/01 00:00:00,740,1500,,BROADWAY,15,M,W,N,1982,N,7355
4639,2018/07/18 00:00:00,1610,1140,,13TH ST,10,M,W,N,1988,N,7653
4640,2018/07/09 00:00:00,33,1236,,CANYON BLVD,20,M,W,N,1992,N,7503
4641,2018/06/29 00:00:00,1700,13TH,,EUCLID,20,M,B,N,2002,N,7305
4642,2018/07/04 00:00:00,1752,,,30TH ST/ARAPAHOE AVE,25,M,W,H,1977,N,7604
4643,2018/07/01 00:00:00,1627,4499,,BASELINE RD/THOMAS DR,10,M,W,N,1993,Y,7356
4644,2018/07/18 00:00:00,1610,1140,,13TH ST,10,F,W,N,1999,N,7654
4645,2018/07/07 00:00:00,2342,1398,,FOOTHILLS PKWY/COLORADO AVE,20,F,W,N,1978,N,7504
4646,2018/06/29 00:00:00,1825,999,,UNIVERSITY AVE/10TH ST,10,M,W,N,1999,N,7306
4647,2018/07/15 00:00:00,1600,699,,30TH ST/BASELINE RD,10,M,W,N,1971,Y,7605
4648,2018/06/30 00:00:00,1748,699,,11TH ST/BASELINE RD,10,F,W,N,1960,N,7357
4649,2018/07/18 00:00:00,2030,30TH,,MAPLETON,10,M,W,N,1997,N,7655
4650,2018/07/07 00:00:00,2355,1505,,30TH ST,30,M,W,N,1980,N,7505
4651,2018/07/05 00:00:00,1340,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1991,N,7448
4652,2018/06/26 00:00:00,1037,,,33RD ST/ARAPAHOE AVE,10,F,W,N,1981,N,7307
4653,2018/07/13 00:00:00,1620,1300,,PEARL ST,10,F,W,N,1956,N,7606
4654,2018/07/01 00:00:00,2338,,,27TH ST/S BROADWAY,10,M,W,N,2000,N,7358
4655,2018/07/18 00:00:00,2030,30TH,,MAPLETON,10,M,B,N,1996,N,7656
4656,2018/07/08 00:00:00,2150,1800,,11TH ST/CANYON BLVD,10,M,W,N,1998,N,7506
4657,2018/07/05 00:00:00,1400,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1994,N,7449
4658,2018/06/30 00:00:00,940,499,,S 44TH ST/TABLE MESA DR,10,M,W,N,1993,Y,7308
4659,2018/07/15 00:00:00,2108,3325,,28TH ST,10,M,B,N,1990,N,7607
4660,2018/07/01 00:00:00,2353,2598,,CANYON BLVD/26TH ST,9,M,B,N,1993,N,7359
4661,2018/07/18 00:00:00,2203,1899,,FOLSOM ST/WALNUT ST,5,F,W,N,1949,Y,7657
4662,2018/07/04 00:00:00,1210,,,28TH ST/PEARL ST,5,F,W,N,1980,Y,7507
4663,2018/07/05 00:00:00,1420,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1984,N,7450
4664,2018/06/30 00:00:00,955,39098,,US HIGHWAY 36/TABLE MESA DR,5,F,W,N,1969,Y,7309
4665,2018/07/15 00:00:00,2151,3400,,22ND ST/IRIS AVE,10,M,W,N,1962,Y,7608
4666,2018/07/01 00:00:00,2100,700,,BASELINE RD,10,F,W,N,1969,Y,7360
4667,2018/07/01 00:00:00,800,1499,,11TH ST/GRANDVIEW AVE,20,M,W,N,1988,N,7361
4668,2018/07/01 00:00:00,825,1299,,10TH ST/PLEASANT ST,15,M,W,,1988,N,7362
4669,2018/07/02 00:00:00,715,,,28TH ST/ARAPAHOE AVE,10,M,W,N,1967,N,7363
4670,2018/07/01 00:00:00,2305,,,BROADWAY/CHAMBERS,5,M,A,N,1984,N,7364
4671,2018/07/01 00:00:00,2350,,,13TH/COLLEGE,10,M,W,N,1993,Y,7365
4672,2018/07/01 00:00:00,1156,1099,,13TH ST/COLLEGE AVE,10,M,W,N,1994,Y,7366
4673,2018/07/02 00:00:00,838,118,,CANYON BLVD/PEARL ST,5,M,W,N,1984,N,7367
4674,2018/07/02 00:00:00,822,1899,,6TH ST/CANYON BLVD,10,M,W,N,1989,N,7368
4675,2018/07/02 00:00:00,802,,,19TH ST/CANYON BLVD,10,M,W,N,1992,Y,7369
4676,2018/07/02 00:00:00,1040,200 BLK,,FOOTHILLS PKWY,15,M,W,H,1997,N,7370
4677,2018/07/01 00:00:00,1305,CANYON,,AT 13TH,8,F,W,N,1985,N,7371
4678,2018/07/02 00:00:00,1108,200 BLK,,FOOTHILLS PKWY,15,F,W,H,1994,N,7372
4679,2018/07/02 00:00:00,821,,,HWY 36/LEE HILL DR,9,M,W,N,1992,Y,7373
4680,2018/07/02 00:00:00,840,,,US 36/LEE HILL DR,9,M,W,N,1980,Y,7374
4681,2018/07/02 00:00:00,1855,1100,,PEARL ST,15,M,W,N,1957,N,7375
4682,2018/07/02 00:00:00,1845,1300,,PEARL ST,15,M,W,N,1994,,7376
4683,2018/07/02 00:00:00,1235,1300,,PEARL ST,15,M,W,N,1983,Y,7377
4684,2018/07/02 00:00:00,1300,1200,,PEARL ST,15,M,W,N,1999,Y,7378
4685,2018/07/02 00:00:00,1445,1300,,PEARL ST,15,F,W,N,1993,Y,7379
4686,2018/07/09 00:00:00,843,,,DARTMOUTH AVE/S BROADWAY,10,F,W,N,1968,Y,7508
4687,2018/07/19 00:00:00,1055,,,FOOTHILLS PKWY/ARAPAHOE AVE,20,F,W,N,1983,N,7658
4688,2018/07/16 00:00:00,1440,1346,,PEARL ST,5,M,W,N,1977,N,7609
4689,2018/07/05 00:00:00,1445,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,H,1986,N,7451
4690,2018/07/09 00:00:00,808,2699,,DARTMOUTH AVE/KOHLER DR,10,M,W,N,1952,Y,7509
4691,2018/06/30 00:00:00,1103,1598,,28TH ST/ARAPAHOE AVE,10,M,W,N,1990,N,7310
4692,2018/07/19 00:00:00,1156,999,,BASELINE RD/10TH ST,7,F,W,N,1983,Y,7659
4693,2018/07/16 00:00:00,1150,4141,,ARAPAHOE AVE,5,F,W,N,1975,N,7610
4694,2018/07/05 00:00:00,1610,1087,,13TH ST,7,M,W,N,1996,N,7452
4695,2018/07/09 00:00:00,906,1,,BROADWAY/27TH ST,10,M,W,N,1968,Y,7510
4696,2018/06/30 00:00:00,1150,900,,28TH ST,10,M,A,N,1953,N,7311
4697,2018/07/19 00:00:00,1047,1899,,BASELINE RD/19TH ST,10,F,W,N,1994,Y,7660
4698,2018/07/17 00:00:00,1142,38000,,US HIGHWAY 36,10,M,W,N,1996,N,7611
4699,2018/07/04 00:00:00,1317,291,,ARAPAHOE AVE,12,F,W,N,1997,N,7453
4700,2018/07/07 00:00:00,1026,1369,,30TH ST/SHADOW CREEK DR,10,M,W,N,1996,N,7511
4701,2018/06/30 00:00:00,1100,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,M,W,H,1998,N,7312
4702,2018/07/19 00:00:00,1104,1800,,BASELINE RD/18TH ST,10,M,W,N,1995,N,7661
4703,2018/07/17 00:00:00,1128,38000,,US HIGHWAY 36,10,M,W,N,1950,N,7612
4704,2018/07/05 00:00:00,1517,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1962,Y,7454
4705,2018/07/08 00:00:00,810,1549,,16TH ST/ARAPAHOE | GROVE ALLEY,15,M,W,N,1981,Y,7512
4706,2018/06/30 00:00:00,1400,900,,28TH ST,10,F,W,H,1984,N,7313
4707,2018/07/19 00:00:00,1012,,,COLORADO AVE/DISCOVERY DR,15,M,W,H,1980,N,7662
4708,2018/07/17 00:00:00,1100,38000,,US HIGHWAY 36,10,M,W,N,1935,Y,7613
4709,2018/07/05 00:00:00,1511,1499,,17TH ST/ARAPAHOE AVE,10,F,W,H,1966,N,7455
4710,2018/07/09 00:00:00,858,,,32ND ST/BASELINE RD,10,F,W,N,1989,N,7513
4711,2018/06/30 00:00:00,1415,900,,28TH ST,10,M,W,N,1968,Y,7314
4712,2018/07/19 00:00:00,1031,,,FOOTHILLS NB OFF RP @ PEARL/PEARL PKWY,15,M,W,N,1984,N,7663
4713,2018/07/17 00:00:00,1048,38000,,US HIGHWAY 36,10,F,W,N,1997,Y,7614
4714,2018/07/05 00:00:00,1452,1499,,17TH ST/ARAPAHOE AVE,10,F,W,H,1997,Y,7456
4715,2018/07/08 00:00:00,1800,2900,,BASELINE RD,9,M,W,N,1996,N,7514
4716,2018/06/30 00:00:00,1430,900,,28TH ST,10,M,W,N,1968,Y,7315
4717,2018/07/19 00:00:00,1055,899,,DEWEY AVE/9TH ST,10,M,W,N,1956,Y,7664
4718,2018/07/17 00:00:00,1029,38000,,US HIGHWAY 36,10,M,W,N,1966,N,7615
4719,2018/07/05 00:00:00,1414,1499,,17TH ST/ARAPAHOE AVE,10,F,W,N,1966,N,7457
4720,2018/07/09 00:00:00,751,,,FOOTHILLS PKWY/BASELINE RD,11,F,W,N,1989,N,7515
4721,2018/06/30 00:00:00,1530,2499,,MAPLETON AVE/FOLSOM ST,10,M,W,N,1959,Y,7316
4722,2018/07/19 00:00:00,1435,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,H,1996,N,7665
4723,2018/07/17 00:00:00,1015,38000,,US HIGHWAY 36,10,F,W,N,1963,N,7616
4724,2018/07/05 00:00:00,2355,4698,,BASELINE RD/MOHAWK DR,5,M,W,H,1996,Y,7458
4725,2018/07/09 00:00:00,823,,,PEARL PKWY/FOOTHILLS NB OFF RP @ PEARL,17,M,W,N,1994,N,7516
4726,2018/06/30 00:00:00,1503,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1976,Y,7317
4727,2018/07/19 00:00:00,1450,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1972,N,7666
4728,2018/07/10 00:00:00,1050,1999,,11TH ST/PEARL ST,5,F,W,N,1994,Y,7617
4729,2018/07/06 00:00:00,10,1399,,BROADWAY/UNIVERSITY AVE,5,F,W,N,1995,N,7459
4730,2018/07/09 00:00:00,1716,5700,,ARAPAHOE AVE,10,M,W,N,1976,N,7517
4731,2018/06/30 00:00:00,1446,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1955,Y,7318
4732,2018/07/19 00:00:00,1858,1799,,BROADWAY/CANYON BLVD,20,M,W,N,1977,N,7667
4733,2018/07/17 00:00:00,901,1300,,11TH ST/PLEASANT ST,10,F,W,N,1996,N,7618
4734,2018/07/17 00:00:00,1219,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1998,N,7619
4735,2018/07/17 00:00:00,920,39749,,BOULDER CANYON DR/,10,F,W,N,1995,Y,7620
4736,2018/07/17 00:00:00,1039,,,DIAGONAL HWY/28TH ST,4,M,W,N,1966,N,7621
4737,2018/07/17 00:00:00,1430,2825,,ARAPAHOE AVE/CULVER CT,5,F,W,N,1997,N,7622
4738,2018/07/17 00:00:00,1414,38000,,US HIGHWAY 36,10,F,W,N,1997,N,7623
4739,2018/07/17 00:00:00,1400,38000,,US HIGHWAY 36,10,F,W,H,1971,N,7624
4740,2018/07/17 00:00:00,956,1100 BLK,,S BROADWAY,15,F,W,N,1961,N,7625
4741,2018/07/17 00:00:00,1016,1100 BLK,,S BROADWAY,15,F,W,N,1982,N,7626
4742,2018/07/17 00:00:00,1057,1100 BLK,,S BROADWAY,15,F,W,N,1982,Y,7627
4743,2018/07/17 00:00:00,1124,1100 BLK,,S BROADWAY,15,F,W,N,1973,N,7628
4744,2018/07/17 00:00:00,1259,200 BLK,,FOOTHILLS PKWY,15,M,W,N,1974,Y,7629
4745,2018/07/06 00:00:00,55,2179,,VIOLET AVE/GUAVA PL,5,M,W,H,1996,N,7460
4746,2018/06/30 00:00:00,1319,39000,,US HIGHWAY 36,10,F,W,N,1999,N,7319
4747,2018/07/19 00:00:00,1758,1799,,BROADWAY/CANYON BLVD,20,M,W,N,1981,N,7668
4748,2018/07/06 00:00:00,129,1999,,11TH ST/PEARL ST,15,M,A,N,1995,N,7461
4749,2018/06/30 00:00:00,1258,39000,,US HIGHWAY 36,10,F,W,N,1996,N,7320
4750,2018/07/09 00:00:00,2330,2700,,CANYON BLVD,5,F,A,N,1999,N,7518
4751,2018/07/18 00:00:00,2245,1700,,FOLSOM ST,5,F,W,,2000,N,7669
4752,2018/06/30 00:00:00,2316,,,BASELINE RD/BROADWAY,10,M,W,N,1995,N,7462
4753,2018/06/30 00:00:00,1725,,,MARINE ST/30TH ST,10,M,W,N,1992,Y,7321
4754,2018/07/10 00:00:00,945,999,,30TH ST/E EUCLID AVE,10,F,W,N,1961,Y,7519
4755,2018/07/20 00:00:00,50,2149,,13TH ST/SPRUCE | PINE ALLEY,5,M,B,N,1934,N,7670
4756,2018/07/01 00:00:00,211,,,27TH WAY/BASELINE RD,30,F,W,H,1993,N,7463
4757,2018/06/30 00:00:00,1725,,,MARINE ST/30TH ST,10,M,W,N,1995,Y,7322
4758,2018/07/03 00:00:00,1500,38200,,US HIGHWAY 36,7,M,W,N,1970,N,7520
4759,2018/07/19 00:00:00,1944,1575,,30TH,5,M,W,H,1984,N,7671
4760,2018/07/01 00:00:00,447,,,OLD TALE RD/ARAPAHOE AVE,45,M,W,N,1970,N,7464
4761,2018/06/30 00:00:00,1845,3999,,BROADWAY/QUINCE AVE,15,M,W,N,1963,N,7323
4762,2018/07/10 00:00:00,1100,1899,,30TH ST/WALNUT ST,5,M,W,N,1945,N,7521
4763,2018/07/19 00:00:00,1615,,,"SB FOOTHILLS, SOUTH OF BASELINE",5,M,W,N,1998,N,7672
4764,2018/07/01 00:00:00,447,,,OLD TALE RD/ARAPAHOE AVE,45,F,W,N,1999,N,7465
4765,2018/06/08 00:00:00,200,3275,,28TH ST,5,M,W,N,1986,N,7324
4766,2018/07/10 00:00:00,1052,,,30TH ST/PEARL PKWY,10,F,W,N,1988,N,7522
4767,2018/07/20 00:00:00,19,800,,CHERRY AVE,5,F,W,N,1985,N,7673
4768,2018/07/01 00:00:00,447,,,OLD TALE RD/ARAPAHOE AVE,45,M,W,N,1992,N,7466
4769,2018/06/08 00:00:00,205,3275,,28TH ST,5,M,W,N,1954,N,7325
4770,2018/07/10 00:00:00,1320,1500,,21ST ST/ARAPAHOE AVE,10,M,W,N,1948,Y,7523
4771,2018/07/20 00:00:00,1049,3299,,ARAPAHOE AVE/33RD ST,10,M,W,N,1952,Y,7674
4772,2018/07/06 00:00:00,102,1200,,ELDER AVE/BROADWAY,6,M,W,N,1984,Y,7467
4773,2018/06/08 00:00:00,2250,2398,,28TH ST/MAPLETON AVE,5,M,W,N,1994,Y,7326
4774,2018/07/10 00:00:00,1415,1800,,PEARL ST,10,M,W,N,1989,N,7524
4775,2018/07/20 00:00:00,1158,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,M,W,H,1998,N,7675
4776,2018/07/05 00:00:00,2230,1699,,BROADWAY/ARAPAHOE AVE,6,F,W,N,1955,Y,7468
4777,2018/06/13 00:00:00,2200,3599,,PEARL ST/FRONTIER AVE,5,F,W,N,1986,N,7327
4778,2018/07/10 00:00:00,1245,1800,,28TH ST,10,F,W,N,1996,N,7525
4779,2018/07/20 00:00:00,1750,1480,,CANYON BLVD,15,M,W,N,1989,Y,7676
4780,2018/07/06 00:00:00,1050,2519,,9TH ST/DEWEY AVE,10,F,W,N,1944,Y,7469
4781,2018/06/14 00:00:00,15,4840,,5TH ST/LEE HILL DR,0,M,W,N,1964,Y,7328
4782,2018/07/10 00:00:00,1200,,,DIAGONAL HWY/47TH ST,10,F,W,N,1971,N,7526
4783,2018/07/20 00:00:00,1545,,,DIAGONAL HWY/47TH ST,10,F,W,N,1973,N,7677
4784,2018/07/06 00:00:00,1100,2519,,9TH ST/DEWEY AVE,10,F,W,N,1999,Y,7470
4785,2018/06/30 00:00:00,2100,999,,17TH ST/BROADWAY,5,M,W,N,1997,Y,7329
4786,2018/07/10 00:00:00,1239,,,DIAGONAL HWY/47TH ST,10,F,W,N,1983,N,7527
4787,2018/07/20 00:00:00,1700,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1963,Y,7678
4788,2018/07/06 00:00:00,1115,2519,,9TH ST/DEWEY AVE,10,F,W,N,1997,N,7471
4789,2018/07/10 00:00:00,1259,,,DIAGONAL HWY/47TH ST,10,M,W,N,1992,N,7528
4790,2018/07/20 00:00:00,2358,1740,,30TH ST,5,M,W,N,1949,N,7679
4791,2018/07/06 00:00:00,1130,2519,,9TH ST/DEWEY AVE,10,F,W,N,1955,Y,7472
4792,2018/07/10 00:00:00,915,2998,,BASELINE RD/30TH ST,9,M,W,N,1995,Y,7529
4793,2018/07/21 00:00:00,227,1200,,COLLEGE AVE,10,F,W,N,1996,Y,7680
4794,2018/07/06 00:00:00,1020,2519,,9TH ST/DEWEY AVE,10,F,W,N,1969,Y,7473
4795,2018/07/06 00:00:00,1635,3099,,47TH ST/EDISON AVE,5,M,W,N,1975,Y,7474
4796,2018/07/06 00:00:00,1309,291,,ARAPAHOE AVE,10,,,,1996,N,7475
